 origin | dest | distance | vuelos 
--------+------+----------+--------
 ABE    | ATL  |   692.00 |    179
 ABE    | AVP  |    50.00 |    173
 ABE    | DTW  |   424.00 |    246
 ABE    | MDT  |    77.00 |     80
 ABE    | ORD  |   654.00 |    173
 ABE    | PHL  |    55.00 |     26
 ABE    | PIT  |   253.00 |    343
 ABQ    | AMA  |   277.00 |    228
 ABQ    | DAL  |   580.00 |    307
 ABQ    | DEN  |   349.00 |    825
 ABQ    | DFW  |   569.00 |    972
 ABQ    | ELP  |   223.00 |    632
 ABQ    | IAH  |   744.00 |    168
 ABQ    | LAS  |   487.00 |    499
 ABQ    | LAX  |   677.00 |    746
 ABQ    | LBB  |   289.00 |    174
 ABQ    | MAF  |   332.00 |    163
 ABQ    | MCI  |   718.00 |    244
 ABQ    | ORD  |  1118.00 |    248
 ABQ    | PHX  |   328.00 |   1405
 ABQ    | SAN  |   628.00 |     80
 ABQ    | SAT  |   609.00 |     58
 ABQ    | SFO  |   896.00 |     89
 ABQ    | SLC  |   493.00 |    256
 ABQ    | STL  |   934.00 |    314
 ABQ    | TUL  |   608.00 |     78
 ABQ    | TUS  |   321.00 |    178
 ACV    | RDD  |   101.00 |     85
 ACV    | SFO  |   250.00 |    232
 AGS    | ATL  |   143.00 |    577
 AGS    | CAE  |    63.00 |     84
 AGS    | CLT  |   140.00 |    175
 ALB    | ATL  |   852.00 |    172
 ALB    | BDL  |    80.00 |     68
 ALB    | BOS  |   145.00 |      1
 ALB    | BTV  |   124.00 |      3
 ALB    | BUF  |   251.00 |    162
 ALB    | BWI  |   288.00 |    263
 ALB    | CLE  |   424.00 |     58
 ALB    | DCA  |   318.00 |    151
 ALB    | DTW  |   488.00 |    238
 ALB    | ISP  |   139.00 |    236
 ALB    | MHT  |   121.00 |     84
 ALB    | ORD  |   723.00 |    669
 ALB    | PHL  |   212.00 |    307
 ALB    | PIT  |   367.00 |    353
 ALB    | ROC  |   198.00 |     74
 ALO    | RST  |    94.00 |    165
 ALO    | STL  |   284.00 |    171
 AMA    | ABQ  |   277.00 |    225
 AMA    | DAL  |   324.00 |    542
 AMA    | DEN  |   358.00 |    167
 AMA    | DFW  |   313.00 |    606
 AMA    | LBB  |   108.00 |    176
 AMA    | MAF  |   228.00 |    170
 ANC    | BET  |   399.00 |    125
 ANC    | CDV  |   160.00 |     67
 ANC    | FAI  |   261.00 |    658
 ANC    | HNL  |  2777.00 |     39
 ANC    | JNU  |   571.00 |    155
 ANC    | MSP  |  2518.00 |     30
 ANC    | OME  |   539.00 |    116
 ANC    | ORD  |  2846.00 |     56
 ANC    | OTZ  |   549.00 |     76
 ANC    | PDX  |  1542.00 |     89
 ANC    | SCC  |   626.00 |    127
 ANC    | SEA  |  1449.00 |   1416
 ANC    | SLC  |  2125.00 |    163
 APF    | TPA  |   134.00 |    221
 ATL    | ABE  |   692.00 |    176
 ATL    | AGS  |   143.00 |    653
 ATL    | ALB  |   852.00 |    168
 ATL    | AUS  |   813.00 |    241
 ATL    | BDL  |   859.00 |    604
 ATL    | BHM  |   134.00 |   1323
 ATL    | BNA  |   214.00 |   1242
 ATL    | BOS  |   946.00 |    957
 ATL    | BTR  |   449.00 |    249
 ATL    | BUF  |   712.00 |    317
 ATL    | BWI  |   576.00 |    915
 ATL    | CAE  |   191.00 |   1231
 ATL    | CAK  |   528.00 |    168
 ATL    | CHA  |   106.00 |    522
 ATL    | CHS  |   259.00 |   1359
 ATL    | CLE  |   554.00 |    861
 ATL    | CLT  |   227.00 |   1639
 ATL    | CMH  |   446.00 |    765
 ATL    | CSG  |    83.00 |    318
 ATL    | CVG  |   373.00 |    517
 ATL    | DAB  |   366.00 |    591
 ATL    | DAY  |   432.00 |    430
 ATL    | DCA  |   547.00 |   1342
 ATL    | DEN  |  1199.00 |    812
 ATL    | DFW  |   732.00 |   1845
 ATL    | DTW  |   594.00 |   1239
 ATL    | EVV  |   350.00 |     87
 ATL    | EWR  |   745.00 |   1174
 ATL    | FLL  |   581.00 |   1111
 ATL    | FWA  |   508.00 |     90
 ATL    | GNV  |   300.00 |    340
 ATL    | GSO  |   306.00 |    881
 ATL    | GSP  |   153.00 |   1180
 ATL    | HNL  |  4502.00 |     63
 ATL    | HOU  |   696.00 |    589
 ATL    | HSV  |   151.00 |    315
 ATL    | IAD  |   533.00 |    630
 ATL    | IAH  |   689.00 |   1052
 ATL    | IND  |   432.00 |    672
 ATL    | JAN  |   341.00 |    438
 ATL    | JAX  |   270.00 |   1550
 ATL    | JFK  |   760.00 |    247
 ATL    | LAS  |  1747.00 |    169
 ATL    | LAX  |  1946.00 |    763
 ATL    | LEX  |   303.00 |    361
 ATL    | LGA  |   761.00 |   1530
 ATL    | LIT  |   453.00 |    263
 ATL    | MCI  |   692.00 |    862
 ATL    | MCO  |   403.00 |   1652
 ATL    | MEM  |   332.00 |   1088
 ATL    | MGM  |   147.00 |    524
 ATL    | MIA  |   595.00 |   1528
 ATL    | MKE  |   669.00 |    244
 ATL    | MLB  |   443.00 |    589
 ATL    | MLU  |   448.00 |     90
 ATL    | MOB  |   302.00 |    764
 ATL    | MSP  |   906.00 |    764
 ATL    | MSY  |   425.00 |   1078
 ATL    | OKC  |   761.00 |    166
 ATL    | OMA  |   821.00 |    135
 ATL    | ONT  |  1900.00 |     88
 ATL    | ORD  |   606.00 |   2165
 ATL    | ORF  |   516.00 |    819
 ATL    | PBI  |   545.00 |    851
 ATL    | PDX  |  2172.00 |     61
 ATL    | PHL  |   665.00 |   1265
 ATL    | PHX  |  1587.00 |    426
 ATL    | PIT  |   526.00 |   1290
 ATL    | PNS  |   272.00 |    811
 ATL    | PVD  |   903.00 |     84
 ATL    | RDU  |   356.00 |   1453
 ATL    | RIC  |   481.00 |    799
 ATL    | ROA  |   357.00 |     75
 ATL    | ROC  |   749.00 |    263
 ATL    | RSW  |   515.00 |    803
 ATL    | SAN  |  1891.00 |     85
 ATL    | SAT  |   874.00 |    503
 ATL    | SAV  |   215.00 |   1041
 ATL    | SDF  |   321.00 |    926
 ATL    | SEA  |  2182.00 |    395
 ATL    | SFO  |  2139.00 |    465
 ATL    | SHV  |   552.00 |     90
 ATL    | SJU  |  1547.00 |    392
 ATL    | SLC  |  1589.00 |    344
 ATL    | SRQ  |   445.00 |    785
 ATL    | STL  |   483.00 |   1152
 ATL    | STT  |  1599.00 |     49
 ATL    | SYR  |   793.00 |    161
 ATL    | TLH  |   223.00 |    673
 ATL    | TOL  |   549.00 |    177
 ATL    | TPA  |   406.00 |   1435
 ATL    | TUL  |   674.00 |    267
 ATL    | TUS  |  1541.00 |     83
 ATL    | TYS  |   152.00 |    621
 ATW    | CWA  |    67.00 |     66
 ATW    | DTW  |   297.00 |    111
 ATW    | MSP  |   236.00 |    224
 AUS    | ATL  |   813.00 |    260
 AUS    | DAL  |   189.00 |    919
 AUS    | DEN  |   775.00 |    214
 AUS    | DFW  |   190.00 |   1556
 AUS    | ELP  |   528.00 |    228
 AUS    | HOU  |   148.00 |    945
 AUS    | HRL  |   273.00 |     73
 AUS    | IAH  |   140.00 |    578
 AUS    | LAS  |  1090.00 |     44
 AUS    | LAX  |  1242.00 |    166
 AUS    | LBB  |   341.00 |    168
 AUS    | MAF  |   294.00 |    295
 AUS    | MEM  |   559.00 |    235
 AUS    | ORD  |   978.00 |    340
 AUS    | PHX  |   872.00 |    329
 AUS    | SAT  |    66.00 |    534
 AUS    | SLC  |  1085.00 |     72
 AUS    | STL  |   722.00 |     87
 AVL    | BWI  |   414.00 |     90
 AVL    | CLT  |    92.00 |    446
 AVP    | ABE  |    50.00 |    180
 AVP    | PHL  |   105.00 |     91
 AVP    | PIT  |   243.00 |    261
 AZO    | DAY  |   176.00 |    320
 AZO    | DTW  |   113.00 |    305
 AZO    | LAN  |    62.00 |    153
 AZO    | MSP  |   426.00 |    156
 AZO    | SBN  |    54.00 |      3
 BDL    | ALB  |    80.00 |     49
 BDL    | ATL  |   859.00 |    599
 BDL    | BOS  |    91.00 |    272
 BDL    | BTV  |   177.00 |     24
 BDL    | BUF  |   317.00 |    155
 BDL    | BWI  |   283.00 |    409
 BDL    | CVG  |   661.00 |    177
 BDL    | DCA  |   313.00 |    326
 BDL    | DEN  |  1671.00 |    167
 BDL    | DFW  |  1471.00 |    180
 BDL    | DTW  |   548.00 |    414
 BDL    | EWR  |   116.00 |    568
 BDL    | FLL  |  1173.00 |    114
 BDL    | IAD  |   326.00 |    515
 BDL    | ISP  |    82.00 |     53
 BDL    | JFK  |   106.00 |     80
 BDL    | MCO  |  1050.00 |    170
 BDL    | MSP  |  1050.00 |    148
 BDL    | ORD  |   783.00 |    890
 BDL    | PBI  |  1133.00 |     17
 BDL    | PHL  |   196.00 |    592
 BDL    | PIT  |   406.00 |    520
 BDL    | PVD  |    66.00 |     85
 BDL    | RDU  |   532.00 |    258
 BDL    | SJU  |  1666.00 |     88
 BDL    | STL  |   957.00 |    226
 BDL    | SYR  |   192.00 |    231
 BDL    | TPA  |  1111.00 |     90
 BET    | ANC  |   399.00 |    127
 BFL    | BUR  |    94.00 |     86
 BFL    | DEN  |   845.00 |     28
 BFL    | DFW  |  1271.00 |     62
 BFL    | FAT  |   100.00 |     29
 BFL    | LAX  |   109.00 |     30
 BFL    | MRY  |   175.00 |     29
 BFL    | SBA  |    82.00 |    258
 BFL    | SFO  |   238.00 |     48
 BGM    | BWI  |   212.00 |     92
 BGM    | ELM  |    48.00 |     89
 BGM    | ITH  |    32.00 |     88
 BGM    | PIT  |   251.00 |    255
 BGR    | BOS  |   201.00 |    351
 BGR    | MHT  |   183.00 |     61
 BGR    | ORD  |   978.00 |     29
 BGR    | PWM  |   109.00 |     88
 BHM    | ATL  |   134.00 |   1245
 BHM    | BNA  |   177.00 |    670
 BHM    | CLT  |   351.00 |    346
 BHM    | CVG  |   396.00 |     79
 BHM    | DFW  |   597.00 |    423
 BHM    | HOU  |   570.00 |     83
 BHM    | HSV  |    74.00 |    285
 BHM    | JAN  |   211.00 |    107
 BHM    | MEM  |   211.00 |    495
 BHM    | MGM  |    90.00 |     86
 BHM    | MOB  |   216.00 |      1
 BHM    | MSY  |   321.00 |    362
 BHM    | ORD  |   584.00 |    169
 BHM    | PNS  |   214.00 |     88
 BHM    | SHV  |   418.00 |     75
 BIL    | BZN  |   126.00 |     77
 BIL    | DEN  |   455.00 |    547
 BIL    | GEG  |   445.00 |     80
 BIL    | GTF  |   177.00 |    319
 BIL    | MSO  |   276.00 |    166
 BIL    | MSP  |   748.00 |    258
 BIL    | SLC  |   387.00 |    265
 BIS    | CPR  |   387.00 |    176
 BIS    | DEN  |   517.00 |    244
 BIS    | FAR  |   187.00 |     84
 BIS    | MOT  |   105.00 |    249
 BIS    | MSP  |   386.00 |    333
 BLI    | SEA  |    94.00 |    245
 BNA    | ATL  |   214.00 |   1259
 BNA    | BHM  |   177.00 |    709
 BNA    | BOS  |   943.00 |    261
 BNA    | BTR  |   464.00 |    256
 BNA    | BWI  |   588.00 |    346
 BNA    | CHA  |   112.00 |    259
 BNA    | CLE  |   448.00 |    254
 BNA    | CLT  |   329.00 |    360
 BNA    | CVG  |   230.00 |    268
 BNA    | DCA  |   562.00 |    264
 BNA    | DFW  |   631.00 |    786
 BNA    | DTW  |   457.00 |    580
 BNA    | EWR  |   748.00 |    266
 BNA    | GSO  |   377.00 |    170
 BNA    | HOU  |   670.00 |    387
 BNA    | HSV  |   102.00 |    265
 BNA    | IAH  |   657.00 |    347
 BNA    | JAN  |   327.00 |    267
 BNA    | LAX  |  1797.00 |     86
 BNA    | LGA  |   764.00 |    266
 BNA    | LIT  |   327.00 |    260
 BNA    | MCO  |   616.00 |    266
 BNA    | MDW  |   395.00 |    450
 BNA    | MEM  |   200.00 |    992
 BNA    | MKE  |   475.00 |    264
 BNA    | MOB  |   385.00 |    264
 BNA    | MSP  |   695.00 |    253
 BNA    | MSY  |   471.00 |    271
 BNA    | ORD  |   409.00 |    522
 BNA    | PHL  |   675.00 |    432
 BNA    | PHX  |  1448.00 |     84
 BNA    | PIT  |   462.00 |    350
 BNA    | RDU  |   443.00 |     91
 BNA    | STL  |   271.00 |    312
 BNA    | TPA  |   612.00 |    265
 BNA    | TYS  |   152.00 |    473
 BOI    | DEN  |   649.00 |    477
 BOI    | ORD  |  1437.00 |     79
 BOI    | PSC  |   234.00 |     85
 BOI    | SEA  |   399.00 |    161
 BOI    | SFO  |   522.00 |    344
 BOI    | SLC  |   291.00 |    275
 BOS    | ALB  |   145.00 |      1
 BOS    | ATL  |   946.00 |   1048
 BOS    | BDL  |    91.00 |    271
 BOS    | BGR  |   201.00 |    340
 BOS    | BNA  |   943.00 |    259
 BOS    | BUF  |   396.00 |    232
 BOS    | BWI  |   370.00 |    979
 BOS    | CLE  |   563.00 |    549
 BOS    | CLT  |   728.00 |    445
 BOS    | CVG  |   752.00 |    341
 BOS    | DAY  |   709.00 |    174
 BOS    | DCA  |   399.00 |   1928
 BOS    | DEN  |  1754.00 |    485
 BOS    | DFW  |  1562.00 |    694
 BOS    | DTW  |   632.00 |    451
 BOS    | EWR  |   200.00 |   2217
 BOS    | FLL  |  1237.00 |    297
 BOS    | GSO  |   645.00 |     84
 BOS    | IAD  |   413.00 |    769
 BOS    | IAH  |  1597.00 |    238
 BOS    | JFK  |   187.00 |    575
 BOS    | LAX  |  2611.00 |    429
 BOS    | LGA  |   185.00 |   2707
 BOS    | MCI  |  1256.00 |    172
 BOS    | MCO  |  1121.00 |    433
 BOS    | MDT  |   335.00 |    147
 BOS    | MEM  |  1139.00 |    170
 BOS    | MIA  |  1258.00 |    350
 BOS    | MSP  |  1124.00 |    407
 BOS    | MSY  |  1367.00 |     63
 BOS    | ORD  |   867.00 |   1532
 BOS    | ORF  |   468.00 |    160
 BOS    | PBI  |  1197.00 |    114
 BOS    | PHL  |   280.00 |   1677
 BOS    | PIT  |   496.00 |    741
 BOS    | PVD  |    49.00 |     74
 BOS    | PWM  |    95.00 |    403
 BOS    | RDU  |   612.00 |    272
 BOS    | RIC  |   474.00 |     84
 BOS    | ROC  |   343.00 |    318
 BOS    | SFO  |  2704.00 |    162
 BOS    | SJU  |  1674.00 |    168
 BOS    | SLC  |  2105.00 |    175
 BOS    | STL  |  1046.00 |    416
 BOS    | SYR  |   264.00 |    575
 BOS    | TPA  |  1185.00 |    314
 BTM    | BZN  |    65.00 |    174
 BTR    | ATL  |   449.00 |    244
 BTR    | BNA  |   464.00 |    264
 BTR    | DFW  |   383.00 |    710
 BTR    | IAH  |   253.00 |    219
 BTR    | JAN  |   138.00 |     69
 BTR    | LFT  |    55.00 |     69
 BTR    | MEM  |   319.00 |    308
 BTR    | MOB  |   174.00 |    181
 BTR    | PNS  |   236.00 |    172
 BTV    | ALB  |   124.00 |      4
 BTV    | EWR  |   266.00 |    326
 BTV    | LGA  |   258.00 |    255
 BTV    | MHT  |   136.00 |     29
 BTV    | ORD  |   763.00 |    233
 BTV    | PHL  |   336.00 |     90
 BTV    | PIT  |   454.00 |    264
 BTV    | SYR  |   175.00 |    318
 BUF    | ALB  |   251.00 |    130
 BUF    | ATL  |   712.00 |    345
 BUF    | BDL  |   317.00 |    155
 BUF    | BOS  |   396.00 |    228
 BUF    | BWI  |   281.00 |    356
 BUF    | CLE  |   192.00 |    554
 BUF    | DCA  |   296.00 |    248
 BUF    | DEN  |  1359.00 |     78
 BUF    | DTW  |   240.00 |    325
 BUF    | EWR  |   282.00 |    954
 BUF    | IAD  |   284.00 |    292
 BUF    | JFK  |   301.00 |    172
 BUF    | LGA  |   292.00 |    594
 BUF    | MSP  |   734.00 |     64
 BUF    | ORD  |   473.00 |    866
 BUF    | PHL  |   279.00 |    252
 BUF    | PIT  |   186.00 |    351
 BUF    | RDU  |   487.00 |    249
 BUF    | ROC  |    55.00 |    107
 BUF    | SYR  |   134.00 |    403
 BUR    | BFL  |    94.00 |     77
 BUR    | DEN  |   850.00 |    483
 BUR    | DFW  |  1231.00 |    177
 BUR    | LAS  |   223.00 |    958
 BUR    | LAX  |    18.00 |      1
 BUR    | OAK  |   325.00 |    836
 BUR    | ONT  |    44.00 |    211
 BUR    | ORD  |  1734.00 |     58
 BUR    | PDX  |   817.00 |     85
 BUR    | PHX  |   369.00 |    338
 BUR    | RNO  |   374.00 |     71
 BUR    | SAN  |   122.00 |    158
 BUR    | SEA  |   937.00 |     79
 BUR    | SFO  |   326.00 |   1400
 BUR    | SJC  |   296.00 |    668
 BUR    | SLC  |   574.00 |    213
 BUR    | SMF  |   358.00 |    295
 BUR    | STL  |  1584.00 |    161
 BWI    | ALB  |   288.00 |    257
 BWI    | ATL  |   576.00 |    918
 BWI    | AVL  |   414.00 |     91
 BWI    | BDL  |   283.00 |    429
 BWI    | BGM  |   212.00 |     90
 BWI    | BNA  |   588.00 |    344
 BWI    | BOS  |   370.00 |    950
 BWI    | BUF  |   281.00 |    179
 BWI    | CAE  |   438.00 |     87
 BWI    | CHO  |   120.00 |    163
 BWI    | CHS  |   472.00 |     90
 BWI    | CLE  |   314.00 |    178
 BWI    | CLT  |   361.00 |    485
 BWI    | COS  |  1504.00 |      1
 BWI    | CVG  |   430.00 |    159
 BWI    | DAY  |   406.00 |     89
 BWI    | DCA  |    30.00 |      3
 BWI    | DEN  |  1491.00 |    182
 BWI    | DFW  |  1217.00 |    512
 BWI    | DTW  |   408.00 |    598
 BWI    | EWR  |   169.00 |    412
 BWI    | FAY  |   313.00 |    228
 BWI    | FLL  |   925.00 |    179
 BWI    | GSO  |   278.00 |    425
 BWI    | IAD  |    45.00 |     30
 BWI    | IAH  |  1235.00 |    324
 BWI    | ILM  |   345.00 |    259
 BWI    | ISO  |   271.00 |    174
 BWI    | ISP  |   220.00 |    169
 BWI    | JAX  |   663.00 |    177
 BWI    | JFK  |   184.00 |    102
 BWI    | LAS  |  2106.00 |     78
 BWI    | LGA  |   185.00 |    516
 BWI    | LYH  |   188.00 |     71
 BWI    | MCO  |   787.00 |    396
 BWI    | MDT  |    70.00 |    119
 BWI    | MEM  |   787.00 |    167
 BWI    | MIA  |   946.00 |    261
 BWI    | MSP  |   936.00 |    159
 BWI    | MSY  |   998.00 |     86
 BWI    | MYR  |   399.00 |    134
 BWI    | OAJ  |   304.00 |    175
 BWI    | ORD  |   622.00 |    698
 BWI    | ORF  |   159.00 |    527
 BWI    | ORH  |   330.00 |    332
 BWI    | PBI  |   883.00 |     88
 BWI    | PHL  |    90.00 |    281
 BWI    | PHX  |  1999.00 |    174
 BWI    | PIT  |   210.00 |    546
 BWI    | PVD  |   328.00 |    259
 BWI    | RDU  |   255.00 |    343
 BWI    | RIC  |   121.00 |    174
 BWI    | ROA  |   221.00 |    248
 BWI    | ROC  |   277.00 |    348
 BWI    | SJU  |  1565.00 |    188
 BWI    | STL  |   737.00 |    312
 BWI    | SYR  |   273.00 |    337
 BWI    | TPA  |   842.00 |    263
 BZN    | BIL  |   126.00 |     83
 BZN    | BTM  |    65.00 |    104
 BZN    | DEN  |   525.00 |    170
 BZN    | GTF  |   118.00 |     76
 BZN    | MSO  |   161.00 |     80
 BZN    | MSP  |   874.00 |     86
 BZN    | SLC  |   347.00 |    262
 CAE    | ATL  |   191.00 |   1244
 CAE    | BWI  |   438.00 |     88
 CAE    | CHS  |    95.00 |     85
 CAE    | CLT  |    88.00 |    617
 CAE    | EWR  |   602.00 |    227
 CAE    | IAD  |   401.00 |    179
 CAE    | ORD  |   666.00 |     88
 CAE    | RDU  |   188.00 |    340
 CAE    | SAV  |   125.00 |     75
 CAK    | ATL  |   528.00 |    174
 CAK    | CLE  |    40.00 |     80
 CAK    | CRW  |   175.00 |     29
 CAK    | DAY  |   162.00 |    263
 CAK    | DTW  |   133.00 |    211
 CAK    | FWA  |   196.00 |     81
 CAK    | ORD  |   344.00 |    392
 CCR    | LAX  |   346.00 |    364
 CDV    | ANC  |   160.00 |     70
 CDV    | YAK  |   213.00 |     72
 CHA    | ATL  |   106.00 |    593
 CHA    | BNA  |   112.00 |    244
 CHA    | CLT  |   242.00 |    182
 CHA    | MEM  |   271.00 |    254
 CHO    | BWI  |   120.00 |     76
 CHO    | CLT  |   245.00 |     87
 CHO    | LGA  |   305.00 |     76
 CHO    | LYH  |    70.00 |     90
 CHO    | ROA  |   101.00 |     89
 CHS    | ATL  |   259.00 |   1289
 CHS    | BWI  |   472.00 |     90
 CHS    | CAE  |    95.00 |     59
 CHS    | CLT  |   168.00 |    425
 CHS    | EWR  |   628.00 |     88
 CHS    | GSP  |   186.00 |     27
 CHS    | IAD  |   441.00 |    179
 CHS    | JAX  |   193.00 |     84
 CHS    | LGA  |   641.00 |    143
 CHS    | MIA  |   490.00 |     92
 CHS    | MYR  |    84.00 |     66
 CHS    | ORD  |   760.00 |     86
 CHS    | ORF  |   351.00 |    168
 CHS    | RDU  |   217.00 |    238
 CHS    | SAV  |    86.00 |    531
 CID    | DEN  |   692.00 |    308
 CID    | DSM  |   104.00 |    259
 CID    | DTW  |   431.00 |     92
 CID    | LAS  |  1320.00 |      1
 CID    | MLI  |    69.00 |    232
 CID    | MSP  |   221.00 |    166
 CID    | PHX  |  1252.00 |      1
 CID    | PIA  |   135.00 |     57
 CID    | STL  |   228.00 |    343
 CLE    | ALB  |   424.00 |     99
 CLE    | ATL  |   554.00 |    874
 CLE    | BNA  |   448.00 |    267
 CLE    | BOS  |   563.00 |    641
 CLE    | BUF  |   192.00 |    544
 CLE    | BWI  |   314.00 |    191
 CLE    | CAK  |    40.00 |     85
 CLE    | CLT  |   430.00 |    178
 CLE    | CMH  |   112.00 |     91
 CLE    | CRW  |   210.00 |     61
 CLE    | CVG  |   221.00 |    423
 CLE    | DCA  |   310.00 |    545
 CLE    | DEN  |  1201.00 |    468
 CLE    | DFW  |  1021.00 |    165
 CLE    | DTW  |    95.00 |    725
 CLE    | EWR  |   404.00 |    974
 CLE    | FLL  |  1062.00 |     90
 CLE    | IAD  |   288.00 |    540
 CLE    | IAH  |  1091.00 |    258
 CLE    | IND  |   261.00 |    275
 CLE    | JFK  |   425.00 |    173
 CLE    | LAX  |  2053.00 |    282
 CLE    | LGA  |   418.00 |    915
 CLE    | MCI  |   694.00 |    137
 CLE    | MCO  |   895.00 |    167
 CLE    | MEM  |   622.00 |    172
 CLE    | MIA  |  1080.00 |    144
 CLE    | MKE  |   328.00 |    165
 CLE    | MSP  |   622.00 |    256
 CLE    | MSY  |   917.00 |     81
 CLE    | ORD  |   316.00 |   1089
 CLE    | PHL  |   363.00 |    417
 CLE    | PHX  |  1737.00 |     16
 CLE    | PIT  |   105.00 |    614
 CLE    | RDU  |   416.00 |    268
 CLE    | ROC  |   245.00 |    109
 CLE    | SFO  |  2161.00 |     87
 CLE    | SRQ  |   967.00 |     12
 CLE    | STL  |   487.00 |    407
 CLE    | SYR  |   317.00 |    148
 CLE    | TPA  |   927.00 |    159
 CLT    | AGS  |   140.00 |    175
 CLT    | ATL  |   227.00 |   1558
 CLT    | AVL  |    92.00 |    430
 CLT    | BHM  |   351.00 |    338
 CLT    | BNA  |   329.00 |    353
 CLT    | BOS  |   728.00 |    533
 CLT    | BWI  |   361.00 |    445
 CLT    | CAE  |    88.00 |    591
 CLT    | CHA  |   242.00 |    175
 CLT    | CHO  |   245.00 |     88
 CLT    | CHS  |   168.00 |    440
 CLT    | CLE  |   430.00 |    176
 CLT    | CMH  |   346.00 |    273
 CLT    | CRW  |   221.00 |    262
 CLT    | CVG  |   335.00 |    181
 CLT    | DAB  |   416.00 |     89
 CLT    | DAY  |   370.00 |    349
 CLT    | DCA  |   331.00 |    530
 CLT    | DEN  |  1337.00 |    180
 CLT    | DFW  |   936.00 |    629
 CLT    | DTW  |   500.00 |    334
 CLT    | EWR  |   529.00 |    884
 CLT    | FAY  |   118.00 |    668
 CLT    | FLL  |   631.00 |    261
 CLT    | GSO  |    83.00 |    914
 CLT    | GSP  |    75.00 |    437
 CLT    | HTS  |   235.00 |    342
 CLT    | IAH  |   913.00 |    266
 CLT    | ILM  |   185.00 |    302
 CLT    | IND  |   428.00 |    164
 CLT    | ISO  |   188.00 |    173
 CLT    | JAX  |   329.00 |    464
 CLT    | JFK  |   541.00 |     89
 CLT    | LAX  |  2125.00 |    180
 CLT    | LEX  |   282.00 |    141
 CLT    | LGA  |   544.00 |    533
 CLT    | LYH  |   175.00 |    260
 CLT    | MCO  |   468.00 |    511
 CLT    | MEM  |   512.00 |    177
 CLT    | MIA  |   650.00 |    346
 CLT    | MSP  |   930.00 |    177
 CLT    | MSY  |   651.00 |    361
 CLT    | MYR  |   156.00 |    451
 CLT    | OAJ  |   191.00 |    265
 CLT    | ORD  |   599.00 |   1002
 CLT    | ORF  |   290.00 |    613
 CLT    | PHL  |   448.00 |    452
 CLT    | PHX  |  1774.00 |     24
 CLT    | PIT  |   366.00 |    581
 CLT    | RDU  |   130.00 |   1039
 CLT    | RIC  |   256.00 |    588
 CLT    | ROA  |   155.00 |    485
 CLT    | SAV  |   213.00 |    261
 CLT    | SDF  |   336.00 |    250
 CLT    | SEA  |  2279.00 |     91
 CLT    | SFO  |  2296.00 |    180
 CLT    | STL  |   575.00 |    533
 CLT    | TLH  |   386.00 |    159
 CLT    | TPA  |   508.00 |    443
 CLT    | TRI  |   120.00 |    429
 CLT    | TYS  |   177.00 |    346
 CMH    | ATL  |   446.00 |    685
 CMH    | CLE  |   112.00 |     90
 CMH    | CLT  |   346.00 |    267
 CMH    | CVG  |   116.00 |    506
 CMH    | DAY  |    72.00 |     27
 CMH    | DCA  |   322.00 |    347
 CMH    | DEN  |  1155.00 |    162
 CMH    | DFW  |   927.00 |    181
 CMH    | DTW  |   155.00 |    313
 CMH    | EWR  |   462.00 |    557
 CMH    | IAH  |   986.00 |     84
 CMH    | IND  |   182.00 |    337
 CMH    | JFK  |   483.00 |     88
 CMH    | LGA  |   478.00 |    378
 CMH    | MEM  |   518.00 |    167
 CMH    | MSP  |   627.00 |    154
 CMH    | ORD  |   296.00 |   1020
 CMH    | PHL  |   405.00 |    244
 CMH    | PIT  |   144.00 |    438
 CMH    | SDF  |   198.00 |     85
 CMH    | STL  |   410.00 |    392
 CMI    | DAY  |   216.00 |    262
 CMI    | PIA  |    86.00 |    175
 CMI    | STL  |   143.00 |    168
 COS    | DEN  |    72.00 |    693
 COS    | DFW  |   592.00 |    246
 COS    | LAS  |   604.00 |     43
 COS    | ORD  |   911.00 |    172
 COS    | PHX  |   551.00 |    261
 COS    | PUB  |    37.00 |    250
 COS    | SLC  |   410.00 |    234
 COS    | STL  |   774.00 |    247
 CPR    | BIS  |   387.00 |    170
 CPR    | DEN  |   230.00 |    270
 CPR    | SLC  |   320.00 |    171
 CRP    | DFW  |   354.00 |    306
 CRP    | HOU  |   187.00 |    610
 CRP    | IAH  |   201.00 |    294
 CRW    | CAK  |   175.00 |     29
 CRW    | CLE  |   210.00 |     60
 CRW    | CLT  |   221.00 |    250
 CRW    | CVG  |   173.00 |     73
 CRW    | DAY  |   176.00 |     29
 CRW    | DCA  |   249.00 |    162
 CRW    | HTS  |    52.00 |     81
 CRW    | LEX  |   166.00 |     76
 CRW    | LGA  |   444.00 |     85
 CRW    | ORD  |   416.00 |    146
 CRW    | PIT  |   164.00 |    256
 CRW    | ROA  |   114.00 |      8
 CSG    | ATL  |    83.00 |    326
 CVG    | ATL  |   373.00 |    525
 CVG    | BDL  |   661.00 |    170
 CVG    | BHM  |   396.00 |     79
 CVG    | BNA  |   230.00 |    246
 CVG    | BOS  |   752.00 |    347
 CVG    | BWI  |   430.00 |    163
 CVG    | CLE  |   221.00 |    435
 CVG    | CLT  |   335.00 |    164
 CVG    | CMH  |   116.00 |    361
 CVG    | DAY  |    64.00 |    158
 CVG    | DCA  |   411.00 |    344
 CVG    | DEN  |  1069.00 |    150
